chinese_name,english_name
人类环境大学,Human Environment University
日本文理大学,Nippon Bunri University
日本综合医疗专门学校,Japan College of Holistic Medicine
日本福祉大学中央福祉专门学校,Nippon Fukushi University  Chuo Fukushi College
日本糕点专门学校,Japan Patisserie Academy
日本医疗福祉专门学校,Japan Medical Welfare College
日本福祉教育专门学校,Japan College of Social Welfare Education
日本大学短期大学部,Nihon University Junior College
日本国际工科专门学校,Nippon Institute of Technology College
日产京都汽车专门学校,Nissan Kyoto Automobile College
日本医科大学,Nippon Medical School
日本社会事业大学,Japan College of Social Work
日本兽医生命科学大学,Nippon Veterinary and Life Science University
日本女子大学,Japan Women's University
日本体育大学,Nippon Sport Science University
日本经济大学,Nippon University of Economics
神田外语大学,Kanda University of International Studies
淑德大学,Shukutoku University
圣德大学,Seitoku University
松荫大学,Shoin University
上野学园大学,Ueno Gakuen University
顺天堂大学,Juntendo University
上智大学,Sophia University
杉野服饰大学,Sugino Fashion College
圣心女子大学,University of the Sacred Heart  Tokyo
圣隶克里斯托弗大学,Seirei Christopher University
山阳学园大学,Sanyo Gakuen University
山口县立大学,Yamaguchi Prefectural University
室兰工业大学,Muroran Institute of Technology
山形大学,Yamagata University
四国大学,Shikoku University
四国学院大学,Shikoku Gakuin University
松山大学,Matsuyama University
山口大学,Yamaguchi University
上越教育大学,Joetsu University of Education
松山东云女子大学,Matsuyama Shinonome College
石卷专修大学,Ishinomaki Senshu University
山野美容专门学校,Yamano Beauty College
山野美容艺术短期大学,Yamano College of Aesthetics
圣路加国际大学,St. Luke's International University
辻厨师专门学校,Tsuji Culinary Institute
十文字学园女子大学,Jumonji University
桑泽设计研究所专门学校,Kuwasawa Design School
神户海星女子学院大学,Kobe Kaisei College
辻学园营养专门学校,Tsuji Culinary Institute College of Nutrition
松山学园松山福祉专门学校,Matsuyama Gakuen Matsuyama College of Welfare
三重大学,Mie University
神户大学,Kobe University
神奈川大学,Kanagawa University
神奈川工科大学,Kanagawa Institute of Technology
神奈川齿科大学,Kanagawa Dental University
圣玛丽安医科大学,St. Marianna University School of Medicine
事业创造大学院大学,Business Breakthrough University
山梨英和大学,Yamanashi Eiwa College
山梨学院大学,Yamanashi Gakuin University
松本大学,Matsumoto University
四天王寺大学,Shitennoji University
摄南大学,Setsunan University
神户学院大学,Kobe Gakuin University
神户艺术工科大学,Kobe Institute of Computing
神户国际大学,Kobe International University
神户松荫女子学院大学,Kobe Shoin Women's University
神户情报大学院大学,Kobe Institute of Computing Graduate School
神户市外国语大学,Kobe City University of Foreign Studies
山阳女子短期大学,Sanyo Women's College
山梨大学,University of Yamanashi
神奈川经济专门学校,Kanagawa Business College
上田安子服饰专门学校,Ueda Yasuko Fashion College
尚美音乐学院专门学校,Shobi College of Music
神户电子专门学校,Kobe Electronics College
涩谷外国语专门学校,Shibuya College of Foreign Languages
松本齿科大学,Matsumoto Dental University
山阳小野田市立山口东京理科大学,Sanyo-Onoda City University Yamaguchi Tokyo University of Science
上野法科商务专门学校,Ueno Hoka Business College
上武大学,Jobu University
尚美学园大学,Shobi University
圣学院大学,Seigakuin University
椙山女学园大学,Sugiyama Jogakuen University
四日市大学,Yokkaichi University
圣泉大学,Seisen University
山手料理糕点专门学校,Yamate Culinary and Confectionery School
圣玛丽外语专门学校,St. Mary's College of Foreign Languages
神田外语学院专门学校,Kanda Institute of Foreign Languages
辻学园烹饪糕点专门学校,Tsuji Culinary and Patisserie College
山村学园短期大学,Yamamura Gakuen Junior College
四日市福祉专门学校,Yokkaichi College of Social Welfare
神户亲和大学,Kobe Shinwa Women's University
水户日建工科专门学校,Mito Nikken Institute of Technology
神户医疗未来大学,Kobe College of Medical Welfare
神户甲阳音乐与舞蹈专门学校,Koyo Conservatory of Music & Dance
山胁美术专门学校,Yamawaki Art College
神户糕点专门学校,Kobe Confectionery College
圣德大学短期大学部,Seitoku University Junior College
首都医校,Shuto Ikou
神奈川县立保健福祉大学,Kanagawa University of Human Services
山梨县立大学,Yamanashi Prefectural University
尚絅学院大学,Shokei Gakuin University
数字好莱坞大学,Digital Hollywood University
藤田医科大学,Fujita Health University
桐荫横滨大学,Toin University of Yokohama
太成学院大学,Taisei Gakuin University
桃山学院大学,St. Andrew's University
TRIDENT外语、酒店与婚礼专门学校,Trident College of Foreign Languages  Hotel & Bridal Services
拓殖大学北海道短期大学,Takushoku University Hokkaido Junior College
同朋大学,Dobo University
同志社女子大学,Doshisha Women's College of Liberal Arts
桐朋学园大学,Toho Gakuen School of Music
拓殖大学,Takushoku University
同志社大学,Doshisha University
天理大学,Tenri University
武藏大学,Musashi University
武藏野大学,Musashino University
武藏野美术大学,Musashino Art University
武藏丘短期大学,Musashigaoka Junior College
外语商务专门学校,Gaigo Business College
武藏野学艺专门学校,Musashino Gakugei College
武藏野学院大学,Musashino Gakuin University
文化服装学院,Bunka Fashion College
文化外国语专门学校,Bunka Institute of Language
文教大学,Bunkyo University
武藏野音乐大学,Musashino Academia Musicae
文星艺术大学,Bunsei University of Art
WOC眼镜医疗技术专门学校,World Optical College
丸之内商务专门学校,Marunouchi Business College
文化学园大学,Bunka Gakuen University
文化时尚大学院大学,Bunka Fashion Graduate University
文京学院大学,Bunkyo Gakuin University
尾道市立大学,Onomichi City University
新潟大学,Niigata University
星药科大学,Hoshi University of Pharmacy and Pharmaceutical Sciences
西日本工业大学,Nishinippon Institute of Technology
湘南工科大学,Shonan Institute of Technology
香兰女子短期大学,Koran Women's Junior College
秀林数字与语言专门学校,Shurin Digital & Language College
熊本YMCA学院,Kumamoto YMCA College
旭川市立大学,Asahikawa University
相模女子大学,Sagami Women's University
洗足学园音乐大学,Senzoku Gakuen College of Music
新潟经营大学,Niigata University of Management
新潟工科大学,Niigata Institute of Technology
新潟产业大学,Niigata Sangyo University
新潟青陵大学,Niigata Seiryo University
新潟食品农业大学,Niigata University of Agriculture and Food
熊本工业专门学校,Kumamoto Technical College
熊本学园大学,Kumamoto Gakuen University
星槎道都大学,Seisa Dohto University
小诸看护专门学校,Komoro Nursing School
新潟康复大学,Niigata University of Rehabilitation
秀明大学,Shumei University
西日本短期大学,Nishi-Nippon Junior College
修成建设专门学校,Shusei Construction Technical School
新潟计算机专门学校,Niigata Computer College
香川大学,Kagawa University
熊本大学,Kumamoto University
西武文理大学,Seibu Bunri University
信州大学,Shinshu University
星城大学,Seijoh University
西九州大学,Nishi Kyushu University
信息科学专门学校,Information Science College
西神看护专门学校,Seishin Nursing School
新东京齿科技工学校,Shin Tokyo Dental Technician School
信息经营创新专门职大学,Information and Management Innovation College
仙台数字艺术专门学校,Sendai College of Digital Arts
穴吹西点福祉学院专门学校,Anabuki Patissier & Welfare College
新潟医疗福祉大学,Niigata University of Health and Welfare
湘南医疗福祉专门学校,Shonan College of Health and Welfare
香兰时尚设计专门学校,Koran Fashion Design College
相爱大学,Soai University
心医疗福利专门学校,Kokoro Medical and Welfare College
仙台大学,Sendai University
学习院大学,Gakushuin University
学习院女子大学,Gakushuin Women's College
杏林大学,Kyorin University
县立广岛大学,Prefectural University of Hiroshima
下关市立大学,Shimonoseki City University
熊本县立大学,Prefectural University of Kumamoto
小樽商科大学,Otaru University of Commerce
旭川医科大学,Asahikawa Medical University
西南学院大学,Seinan Gakuin University
YIC看护福祉专门学校,YIC College of Nursing and Welfare
约克全球商务专门学校,York Global Business Academy
宇都宫文星短期大学,Utsunomiya Bunsei Junior College
YIC京都宠物综合专门学校,YIC Kyoto Pet Technical College
园田学园女子大学,Sonoda Women's University
玉川大学,Tamagawa University
翼路学园,Yell Gakuen
宇部工业高等专门学校,Ube National College of Technology
艺术学院神户专门学校,Art College Kobe
音响艺术专门学校,Audio Arts College
伊丽莎白音乐大学,Elisabeth University of Music
羽衣国际大学,Hagoromo University of International Studies
宇都宫共和大学,Utsunomiya Kyowa University
樱花学园大学,Ohka Gakuen University
岩手县立大学,Iwate Prefectural University
阳光科技学院专门学校,Sun Techno College
育英馆大学,Ikueikan University
一桥大学,Hitotsubashi University
御茶水女子大学,Ochanomizu University
亚细亚大学,Asia University
樱美林大学,J. F. Oberlin University
宇部开拓者大学,Ube Frontier University
岩手大学,Iwate University
宇都宫大学,Utsunomiya University
滋庆医疗科学大学,Jikei University of Health Sciences
札幌大学,Sapporo University
中村国际酒店专门学校,Nakamura International Hotel College
札幌设计师学院专门学校,Sapporo Designer Gakuin College
专修大学,Senshu University
长崎外国语大学,Nagasaki University of Foreign Studies
中央情报经理专门学校,Chuo Joho Keiri College
专门学校丰田神户汽车大学校,Toyota Kobe Automobile University
周南公立大学,Shunan University
佐伯营养专门学校,Saeki Nutrition College
镇西学院大学,Chinzei Gakuin University
早稻田外语专门学校,Waseda Foreign Language College
早稻田国际商务专门学校,Waseda International Business College
专门学校东京工科汽车大学校世田谷校区,Tokyo University of Technology College of Automotive Technology Setagaya Campus
专门学校YIC京都工科汽车大学校,YIC Kyoto Institute of Automotive Technology
长冈造型大学,Nagaoka Institute of Design
长野县看护大学,Nagano College of Nursing
制作大学,Monotsukuri University
中央学院大学,Chuo Gakuin University
芝浦工业大学,Shibaura Institute of Technology
昭和大学,Showa University
昭和女子大学,Showa Women's University
中央大学,Chuo University
中京学院大学,Chukyo Gakuin University
中部学院大学,Chubu Gakuin University
中国学园大学,Chugoku Gakuen University
长崎县立大学,University of Nagasaki
至诚馆大学,Shiseikan University
筑紫女学园大学,Chikushi Jogakuen University
中村学园大学,Nakamura Gakuen University
长冈技术科学大学,Nagaoka University of Technology
追手门学院大学,Otemon Gakuin University
政策研究大学院大学,National Graduate Institute for Policy Studies
种智院大学,Shuchiin University
专门学校麻生工科汽车大学校,Aso College of Automotive Engineering
专门学校东京汽车大学校,Tokyo Automotive University
中部学院大学短期大学部,Chubu Gakuin University Junior College
专门学校盈科国际学院,EIKA International College
中央美术学园,Chuo Art Academy
早稻田大学,Waseda University
中央法律专门学校,Chuo Law School
专门学校中央农业大学校,Chuo College of Agriculture
足利大学,Ashikaga University
长野平青学园,Nagano Heisei Gakuen
专门学校丰田东京汽车大学校,Toyota Tokyo Automotive University
专门学校静冈工科汽车大学校,Shizuoka Institute of Technology Automotive College
早稻田文理专门学校,Waseda Bunri Vocational School
专门学校东京经理综合学院,Tokyo School of Business
中央动物专门学校,Chuo College of Animal Sciences
筑波学院大学,Tsukuba Gakuin University
专门学校读卖自动车大学校,Yomiuri Automotive College
专门学校新潟国际自动车大学校,Niigata International Automotive College
筑波亚洲福祉专门学校,Tsukuba Asia Welfare College
中国短期大学,Chugoku Junior College
中日本航空专门学校,Nakanihon Aviation College
专门学校大原汽车工科大学校,O-hara Automotive Technical College
滋贺大学,Shiga University
滋贺医科大学,Shiga University of Medical Science
昭和音乐大学,Showa University of Music
长冈大学,Nagaoka University
长野大学,Nagano University
滋贺县立大学,University of Shiga Prefecture
佐贺女子短期大学,Saga Women's Junior College
专门学校丰田名古屋汽车大学校,Toyota Nagoya Automotive University
中央情报专门学校,Chuo Information College
中部乐器技术专门学校,Chubu Gakki Technical College
资生堂美容技术专门学校,Shiseido Academy of Beauty and Fashion
长崎短期大学,Nagasaki Junior College
早稻田速记医疗福祉专门学校,Waseda Soki Medical Welfare College
中央工学校,Chuo College of Engineering
中野商务专门学校,Nakano School of Business
筑波大学,University of Tsukuba
专门学校东京工科汽车大学校,Tokyo University of Technology Automotive College
专门学校动漫艺术学院,Anime Art Academy
折尾爱真短期大学,Orio Aishin Junior College
中日本自动车短期大学,Nakanihon Automotive College
佐野日本大学短期大学,Sano Nihon University Junior College
专门学校日本自动车大学校,Nihon Automotive College
佐贺大学,Saga University
长崎大学,Nagasaki University
综合研究大学院大学,The Graduate University for Advanced Studies
札幌学院大学,Sapporo Gakuin University
札幌国际大学,Sapporo International University
作新学院大学,Sakushin Gakuin University
自治医科大学,Jichi Medical University
中京大学,Chukyo University
中部大学,Chubu University
长浜生物科技大学,Nagahama Institute of Bio-Science and Technology
长崎国际大学,Nagasaki International University
长崎纯心大学,Nagasaki Junshin Catholic University
长崎综合科学大学,Nagasaki Institute of Applied Science
志学馆大学,Shigakukan University
札幌医科大学,Sapporo Medical University
札幌市立大学,Sapporo City University
